Date Last Researched,Country/Area,Project Name,Phase Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Installation Type,Status,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Hydrogen,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
2022/03/22,Greece,Mavrovouni Mavroplayia Panorama wind farm,1,Μαυροβουνι - Μαυροπλαγια - Πανοραμα,"Mavrovouni, Mavrouvouni",20,Onshore,operating,2011,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.2209,23.4283,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908021,G100000914417,RAE: 40517,,https://www.gem.wiki/Mavrovouni_Mavroplayia_Panorama_wind_farm
2022/03/22,Greece,Mavrovouni Mavroplayia Panorama wind farm,2,Μαυροβουνι - Μαυροπλαγια - Πανοραμα,"Mavrovouni, Mavrouvouni",10,Onshore,operating,2015,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.2209,23.4283,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908021,G100000910708,RAE: 40517,,https://www.gem.wiki/Mavrovouni_Mavroplayia_Panorama_wind_farm
2024/03/20,Greece,Megali Rachi Kroniza Kanavari wind farm II,--,Μεγαλη Ραχη - Κρονιζα - Καναβαρι,,77,Onshore,announced,,,,,WPD Hellas,WPD Αιολικη Ενεργεια,,38.2974,23.1911,exact,,Aliartos-Thespies Municipality,Regional Unit of Boeotia,Central Greece,Southern Europe,Europe,L100001004946,G100001005845,,RAE: 42890,https://www.gem.wiki/Megali_Rachi_Kroniza_Kanavari_wind_farm_II
2024/03/20,Greece,Megalo Vouno Anemomelos wind farm,--,Μεγαλο Βουνο - Ανεμομυλος,Anemomylos,12,Onshore,operating,2017,,,,Protergia,,,38.4681,23.2307,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000909092,G100000911826,RAE: ΑΔ-01337,RAE: 42755,https://www.gem.wiki/Megalo_Vouno_Anemomelos_wind_farm
2024/03/20,Greece,Megalo Vouno Rethi wind farm,1,Μεγαλο Βουνο - Ρεθι,Euboea,18,Onshore,operating,2017,,,,Evia Wind Energy SA,Αιολικη Ενεργειακη Ευβοιας Α.Ε.,,38.2521,24.1794,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000909698,G100000912478,RAE: ΑΔ-01092,RAE: 40044,https://www.gem.wiki/Megalo_Vouno_Rethi_wind_farm
2024/03/20,Greece,Megalos Prionas wind farm,--,Μεγαλος Πριωνας,,30,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.4184,26.9879,exact,,Karpathos-Kasos Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000913322,G100000916574,RAE: Γ-04823,RAE: 35717,https://www.gem.wiki/Megalos_Prionas_wind_farm
2024/03/20,Greece,Megalovouni wind farm,1,Μεγαλοβουνι,Megalovouni Idei,22,Onshore,operating,2011,,IdEI,Ιδιωτικη Επιχειρηση Ηλεκτρισμου Αε,IdEI SA,Ιδιωτικη Επιχειρηση Ηλεκτρισμου Αε,,41.2057,24.2858,exact,Drama,Drama Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000912092,G100000915155,RAE: ΑΔ-00658,RAE: 33563,https://www.gem.wiki/Megalovouni_wind_farm
2024/03/20,Greece,Megavouni Koukouras wind farm,--,Μεγαβουνι Κουκουρας,Garbis,18,Onshore,operating,2008,,,,,,,37.4564,22.282,exact,,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911161,G100000914107,RAE: ΑΔ-00390,RAE: 33833,https://www.gem.wiki/Megavouni_Koukouras_wind_farm
2024/03/20,Greece,Melia (Enel) wind farm,--,Μηλια,Kafireas,18.4,Onshore,operating,2019,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.0601,24.4899,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911325,G100000914291,RAE: ΑΔ-01261,RAE: 40249,https://www.gem.wiki/Melia_(Enel)_wind_farm
2024/03/20,Greece,Melissi wind farm,--,Μελισσι,"Lafkos Melissi, Melissi WInd",24,Onshore,operating,2012,,,,,,,38.296,23.045,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912466,G100000915578,RAE: ΑΔ-00586,RAE: 38248,https://www.gem.wiki/Melissi_wind_farm
2024/03/20,Greece,Mellia wind farm,--,Μελλια,Melia,34.6,Onshore,operating,2021,,,,Vendavel Energy SA,Βενταβελ Ενεργειακη Αε,,40.2856,21.5774,exact,,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,L100000913761,G100000917099,RAE: ΑΔ-01107,RAE: 32954,https://www.gem.wiki/Mellia_wind_farm
2024/03/20,Greece,Metalikon Kamila wind farm,--,Μεταλικον - Καμηλα - Ασπιδα,,35,Onshore,announced,,,,,Pindos Energy SA,Pindo Wind M.I.K.E.,,41.2618,25.5939,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000920318,G100000924976,RAE: Γ-014847,RAE: 41742,https://www.gem.wiki/Metalikon_Kamila_wind_farm
2024/03/20,Greece,Mikronoros wind farm,--,Μικρονορος,Makrynoros,33.6,Onshore,operating,2022,,,,Iberdrola SA,,,41.3312,25.8456,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000913667,G100000916992,RAE: ΑΔ-03296,RAE: 36822,https://www.gem.wiki/Mikronoros_wind_farm
2024/04/21,Greece,Milia (Kaphereos Evia) wind farm,--,Μηλια,Karystia wind project,18,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0584,24.5183,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911162,G100000914108,RAE: ΑΔ-01265,RAE: 37516,https://www.gem.wiki/Milia_(Kaphereos_Evia)_wind_farm
2024/04/21,Greece,Milza wind farm,--,Μιλζα,Karystia wind project,18,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0835,24.5539,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911166,G100000914113,RAE: ΑΔ-02482,RAE: 32935,https://www.gem.wiki/Milza_wind_farm
2024/03/20,Greece,Modacharake wind farm,--,Μονταχαρακη,,30,Onshore,announced,,,,,Servounio Energy SA,Ενεργειακη Σερβουνιου Α.Ε.,,37.8964,24.947,exact,,Andros Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000913326,G100000916579,RAE: Γ-04484,RAE: 38704,https://www.gem.wiki/Modacharake_wind_farm
2024/04/21,Greece,Molizeza wind farm,1,Μολιζεζα Ι,Karystia wind project,18,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.1232,24.5039,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911169,G100000914116,RAE: ΑΔ-02944,RAE: 40986,https://www.gem.wiki/Molizeza_wind_farm
2024/03/20,Greece,Monasteri wind farm,2,Μοναστηρι,Monastiri II,10.8,Onshore,operating,2004,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,41.2022,25.7819,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000908375,G100000911073,RAE: ΑΔ-00368,RAE: 40236,https://www.gem.wiki/Monasteri_wind_farm
2024/03/20,Greece,Moungoulios wind farm,--,Μουγγουλιος,Mougolios,16.5,Onshore,operating,2017,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.1712,23.6218,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910744,G100000913637,RAE: ΑΔ-03403,RAE: 40543,https://www.gem.wiki/Moungoulios_wind_farm
2024/04/21,Greece,Mouriza Petra Megale wind farm,--,Μουριζα-Πετρα Μεγαλη-Βρανουλι,Karystia wind project,21.6,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0792,24.5369,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911994,G100000915043,RAE: ΑΔ-01268,RAE: 40876,https://www.gem.wiki/Mouriza_Petra_Megale_wind_farm
2024/03/20,Greece,Myges - Mavrovouni wind farm,--,Μυγες - Μαυροβουνι,,63,Onshore,announced,,,,,,,,37.9677,23.1321,exact,,Loutraki-Perachora-Agioi Theodoroi Municipality,Corinthia Regional Unit,Peloponnese Region,Southern Europe,Europe,L100001004961,G100001005860,,RAE: 220,https://www.gem.wiki/Myges_-_Mavrovouni_wind_farm
2024/03/20,Greece,Mytikas (Anaptyxiake Wind) wind farm,--,Μυτικας,Mitikas,10,Onshore,operating,2010,,,,Anaptyxiake Wind and CO Phthiotida Single Member SA,Αιολος Αναπτυξιακη & Σια Φθιωτιδα M. A.Ε.,,38.589,23.1855,exact,,Phthiotis Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908049,G100000910736,RAE: ΑΔ-00903,RAE: 36707,https://www.gem.wiki/Mytikas_(Anaptyxiake_Wind)_wind_farm
2024/03/20,Greece,Mytoula Kephali wind farm,--,Μυτουλα - Κεφαλι,"Mytoula, Mytoula-Kefali",38,Onshore,operating,2006,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,41.0934,25.9211,exact,,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000914085,G100000917469,RAE: ΑΔ-00200,RAE: 40532,https://www.gem.wiki/Mytoula_Kephali_wind_farm
2024/03/20,Greece,Nesida Ayios Georgios wind farm,1,Νησιδα Αγιος Γεωργιος,"Agios Georgios, St. George Island",48.3,Onshore,operating,2016,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,37.4707,23.9307,exact,Lavreotiki Municipal Unit,Regional Unit of Islands,Attica,Attica,Southern Europe,Europe,L100000912579,G100000918268,"RAE: ΑΔ-00911,RAE: ΑΔ-00989",RAE: 38667,https://www.gem.wiki/Nesida_Ayios_Georgios_wind_farm
2024/03/20,Greece,Nesida Ayios Georgios wind farm,2,Νησιδα Αγιος Γεωργιος,"Agios Georgios, St. George Island",24.9,Onshore,operating,2016,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,37.4876,23.9036,exact,Lavreotiki Municipal Unit,Regional Unit of Islands,Attica,Attica,Southern Europe,Europe,L100000912579,G100000915709,"RAE: ΑΔ-00911,RAE: ΑΔ-00989",RAE: 33825,https://www.gem.wiki/Nesida_Ayios_Georgios_wind_farm
2025/01/07,Greece,Omalies wind farm,1,"Καφηρέας, Ομαλιες",Karystia wind project,30,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.046,24.4948,exact,,Karystos Municipality,Euboea Regional Unit,Central Greece,Southern Europe,Europe,L100000910331,G100000916594,,RAE: 36729,https://www.gem.wiki/Omalies_wind_farm
2025/01/07,Greece,Omalies wind farm,2,"Καφηρέας, Ομαλιες",Karystia wind project,15,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.046,24.4948,exact,,Karystos Municipality,Euboea Regional Unit,Central Greece,Southern Europe,Europe,L100000910331,G100000913174,,RAE: 34662,https://www.gem.wiki/Omalies_wind_farm
2024/03/20,Greece,Orpheas Eptadendros wind farm,--,Ορφεας - Επταδενδρος,"Orfeas-Eptadendros, Eptadendros",28.8,Onshore,operating,2019,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,41.0545,25.8599,exact,,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000913104,G100000916320,RAE: ΑΔ-03443,RAE: 39817,https://www.gem.wiki/Orpheas_Eptadendros_wind_farm
2024/03/20,Greece,Ortholithi wind farm,--,Ορθολιθι,,20.7,Onshore,operating,2015,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,37.5386,23.2662,exact,Municipal Unit of Troizinia,Regional Unit of Islands,Attica,Attica,Southern Europe,Europe,L100000911651,G100000914654,RAE: ΑΔ-00871,RAE: 40042,https://www.gem.wiki/Ortholithi_wind_farm
2024/03/20,Greece,Oxe Kephali wind farm,--,Οξυ Κεφαλι,,39,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.1178,25.0864,exact,Nikos Kazantzakis Municipal Unit,Heraklion Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000914145,G100000917539,RAE: Γ-04628,RAE: 35089,https://www.gem.wiki/Oxe_Kephali_wind_farm
2024/03/20,Greece,Palarrache Palioplatanos wind farm,--,Παλαρραχη - Παλιοπλατανος - Πρ. Ηλιας,,10,Onshore,operating,2021,,,,Vatora Energy SA,Vatora Ενεργεια Α.Ε.,,38.403,21.7326,exact,Municipal Unit of Antirrio,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000908083,G100000910771,RAE: ΑΔ-02743,RAE: 40285,https://www.gem.wiki/Palarrache_Palioplatanos_wind_farm
2024/03/20,Greece,Paliokastro Ypias Mavro Vouno wind farm,--,"Μαυρο Βουνο, Γρια, Παλιοκαστρο, Εριντος, Γυπιας, Χαλασματα",,117,Onshore,announced,,,,,Public Power Corporation of Greece (PPC),Δεη Ανανεωσιμες Αε,,36.0099,27.793,exact,,Rhodes Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000915781,G100000919508,RAE: Γ-05461,RAE: 35782,https://www.gem.wiki/Paliokastro_Ypias_Mavro_Vouno_wind_farm
2024/03/20,Greece,Paliopergos wind farm,--,Παλιοπυργος,,13.8,Onshore,operating,2020,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.021,24.567,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000909765,G100000912547,RAE: ΑΔ-00981,RAE: 38662,https://www.gem.wiki/Paliopergos_wind_farm
2024/03/20,Greece,Panachaikou wind farm,1,Παναχαϊκου,"Panachaiko (Phase 1), Panachaiko 2 (Phase 2), Patras Panachaikou (Phase 1)",34.8,Onshore,operating,2006,,,,Cubico Sustainable Investments,,,38.2526,21.871,exact,,Achaea Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000909708,G100000917104,"RAE: ΑΔ-00811,RAE: ΑΔ-00372",RAE: 39996,https://www.gem.wiki/Panachaikou_wind_farm
2024/03/20,Greece,Panachaikou wind farm,2,Παναχαϊκου,"Panachaiko (Phase 1), Panachaiko 2 (Phase 2), Patras Panachaikou (Phase 1)",13.6,Onshore,operating,2009,,,,Acciona SA; ENTEKA,,,38.2175,21.8694,exact,,Achaea Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000909708,G100000912488,"RAE: ΑΔ-00811,RAE: ΑΔ-00372",RAE: 40009,https://www.gem.wiki/Panachaikou_wind_farm
2024/03/20,Greece,Panayia Soumela wind farm,--,Παναγια Σουμελα,Panaghia Soumela,14,Onshore,operating,2011,,Enel Green Power,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,40.4212,22.1075,exact,,Imathia Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000909966,G100000912771,RAE: ΑΔ-00618,RAE: 40243,https://www.gem.wiki/Panayia_Soumela_wind_farm
2024/03/20,Greece,Paralia Zarakes wind farm,2,Παραλια Ζαρακες,,16,Onshore,operating,2020,,,,,,,38.3252,24.1972,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910615,G100000913497,RAE: ΑΔ-00472,RAE: 40283,https://www.gem.wiki/Paralia_Zarakes_wind_farm
2024/03/20,Greece,Parthenion wind farm,--,Παρθενιον,Parthenio,26.4,Onshore,operating,2017,,,,Parthenio Wind Park SA,Aioλικο Παρκο Παρθενιο Α.Ε.,,37.4662,22.541,exact,Municipal Unit of Achladokampos,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000912867,G100000916041,RAE: ΑΔ-00902,RAE: 37771,https://www.gem.wiki/Parthenion_wind_farm
2024/03/20,Greece,Pateras (Seimens Gamesa) wind farm,--,Πατερας,,22,Onshore,announced,,,,,Siemens Gamesa Renewable Energy SA,Siemens Gamesa Renewable Energy A.E.,,38.1061,23.3603,exact,Municipal Unit of Mandra,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000920320,G100000924978,RAE: 00130,RAE: 34497,https://www.gem.wiki/Pateras_(Seimens_Gamesa)_wind_farm
2024/03/20,Greece,Pateras wind farm,--,Πατερας,,36,Onshore,announced,,,,,Orpheus Renewable Energy Sources SA,Ορφεας_Απε_Αε,,38.0959,23.3512,exact,Municipal Unit of Megara,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000913921,G100000917283,RAE: Γ-012406,RAE: 38573,https://www.gem.wiki/Pateras_wind_farm
2024/03/20,Greece,Patriarches wind farm,--,Πατριαρχης,Patriarchis,46.3,Onshore,operating,2004,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,41.286,25.9055,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000914242,G100000917654,RAE: ΑΔ-00261,RAE: 40226,https://www.gem.wiki/Patriarches_wind_farm
2024/03/20,Greece,Pefkias wind farm,--,Πευκιας,,10.4,Onshore,operating,2018,,,,,,,38.2661,22.9434,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908323,G100000911018,RAE: ΑΔ-03369,RAE: 41683,https://www.gem.wiki/Pefkias_wind_farm
2024/03/20,Greece,Perdikokorephe wind farm,--,Περδικοκορυφη,Perdikokorifi,14.4,Onshore,operating,2006,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.1506,24.981,exact,Agia Varvava Municipal Unit,Heraklion Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000910131,G100000912954,RAE: ΑΔ-00581,RAE: 40536,https://www.gem.wiki/Perdikokorephe_wind_farm
2022/03/22,Greece,Perdikovouni Elikonos wind farm,1,Περδικοβουνι Ελικωνος,Perdikovouni (Phase 1),24,Onshore,operating,2007,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.3417,22.9433,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912490,G100000915606,RAE: 42408,,https://www.gem.wiki/Perdikovouni_Elikonos_wind_farm
2022/03/22,Greece,Perdikovouni Elikonos wind farm,2,Περδικοβουνι Ελικωνος,Perdikovouni (Phase 1),24,Onshore,operating,2013,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.3417,22.9433,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000912490,G100000915607,RAE: 42408,,https://www.gem.wiki/Perdikovouni_Elikonos_wind_farm
2024/03/20,Greece,Pergade wind farm,--,Περγαντη,,41.8,Onshore,operating,2019,,,,,,,38.8017,20.9902,exact,Municipal Unit of Anaktorio,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000914320,G100000917749,RAE: ΑΔ-00926,RAE: 39143,https://www.gem.wiki/Pergade_wind_farm
2024/03/20,Greece,Petalas Thyamon Oros wind farm,--,Πεταλας (Θυαμον Ορος),Petalas,48,Onshore,operating,2018,,,,Spider Energy SA,Spider Ενεργειακη Ανωνυμη Εταιρια,,38.8329,21.199,exact,Municipal Unit of Amphilohia,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000914723,G100000918217,RAE: ΑΔ-01886,RAE: 36876,https://www.gem.wiki/Petalas_Thyamon_Oros_wind_farm
2024/03/20,Greece,Phadaros wind farm,1&2,Φανταρος,,20.7,Onshore,operating,2017,,,,,,,41.3026,25.6891,exact,,Kardzhali,,,Southern Europe,Europe,L100000911785,G100000914807,RAE: ΑΔ-03295,RAE: 40342,https://www.gem.wiki/Phadaros_wind_farm
2024/03/20,Greece,Phlabouro wind farm,--,Φλαμπουρο,Flampouro,27.6,Onshore,operating,2018,,,,Eren Hellas,Eren Ελλας,,41.215,25.6445,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000912985,G100000916182,RAE: ΑΔ-03375,RAE: 40354,https://www.gem.wiki/Phlabouro_wind_farm
2024/03/20,Greece,Phrangaki (Greek Windpower) wind farm,--,Φραγκακι,Frangaki,15,Onshore,operating,2022,,,,Intrakat,INTRAKAT ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΤΕΧΝΙΚΩΝ ΚΑΙ ΕΝΕΡΓΕΙΑΚΩΝ ΕΡΓΩΝ,,37.7276,24.9549,exact,,Andros Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000910345,G100000913190,RAE: ΑΔ-01036,RAE: 36706,https://www.gem.wiki/Phrangaki_(Greek_Windpower)_wind_farm
2024/03/20,Greece,Pithanites wind farm,--,Πιθανιτης,Pithanitis,11.7,Onshore,operating,2005,,,,Wind Park of Rhodes SA,Αιολικο Παρκο Ροδου Α.Ε.,,36.1903,27.8417,exact,,Rhodes Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000908682,G100000911395,RAE: ΑΔ-00087,RAE: 39284,https://www.gem.wiki/Pithanites_wind_farm
2024/03/20,Greece,Plakokeratia Metatou wind farm,--,Πλακοκερατια Μητατου,"Modi (Plakokeratia), Xirolimni, Plakokeratia, Modi",10.2,Onshore,operating,1998,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,35.1746,26.208,exact,Itanos Municipal Unit,Lasithi Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000908283,G100000910977,RAE: ΑΔ-00080,RAE: 42345,https://www.gem.wiki/Plakokeratia_Metatou_wind_farm
2024/03/20,Greece,Platanaki wind farm,--,Πλατανακι,Karystia wind project,36,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0472,24.5209,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000913926,G100000917290,RAE: Γ-05085,RAE: 38705,https://www.gem.wiki/Platanaki_wind_farm
2024/03/20,Greece,Platanistos wind farm,--,Πλατανιστος,Kafireas,29.9,Onshore,operating,2019,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.0236,24.4958,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000913195,G100000916427,RAE: ΑΔ-01259,RAE: 32916,https://www.gem.wiki/Platanistos_wind_farm
2024/03/20,Greece,Platanos (Enel) wind farm,--,Πλατανος,Kafireas,13.8,Onshore,operating,2019,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,38.0946,24.449,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000909769,G100000912551,RAE: ΑΔ-01257,RAE: 40251,https://www.gem.wiki/Platanos_(Enel)_wind_farm
2024/03/20,Greece,Playia Pseloma wind farm,--,Πλαγια-Ψηλωμα,,14.9,Onshore,operating,2017,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.1628,23.5493,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910143,G100000912968,RAE: ΑΔ-03402,RAE: 40545,https://www.gem.wiki/Playia_Pseloma_wind_farm
2024/03/20,Greece,Polemistis wind farm,--,Πολεμιστης,,44,Onshore,announced,,,,,WPD Hellas,WPD Αιολικη Ενεργεια,,41.3018,25.5758,exact,,Komotini Municipality,Rodopi Regional Unit,Eastern Macedonia and Thrace,Southern Europe,Europe,L100000920323,G100000924981,RAE: ΑΔ-010573,"RAE: 41785,RAE: 42891",https://www.gem.wiki/Polemistis_wind_farm
2022/03/22,Greece,Portes Kokkinochoma wind farm,1,Πορτες Κοκκινοχωμα,,10,Onshore,operating,2017,,,,Jasper Aoliki - Loutsa EPE,Τζασπερ Αιολικη - Λουτσα Ε.Π.Ε.,,38.0595,24.4216,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908285,G100000910980,RAE: 40364,,https://www.gem.wiki/Portes_Kokkinochoma_wind_farm
2022/03/22,Greece,Portes Kokkinochoma wind farm,2,Πορτες Κοκκινοχωμα,,14,Onshore,operating,2020,,,,Jasper Aoliki - Loutsa EPE,Τζασπερ Αιολικη - Λουτσα Ε.Π.Ε.,,38.0595,24.4216,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908285,G100000912945,RAE: 40364,,https://www.gem.wiki/Portes_Kokkinochoma_wind_farm
